11258,106.11,947,5,55788.0,980,0
10764,117.61,874,4,31283.333333333332,612,0
5405,163.14,2350,6,34702.0,346,0
6706,136.22,1214,8,43754.66666666666,671,0
11737,129.13,1074,4,29651.999999999996,651,0
4505,186.71,2346,5,38288.66666666667,505,0
10685,109.87,2387,5,39453.33333333333,678,0
8012,139.1,1709,7,51032.66666666666,692,0
10967,103.97,1930,5,40155.333333333336,672,0
5032,138.98,2708,4,37452.0,401,0
4636,155.33,1760,5,34246.0,428,0
4247,183.27,1800,5,36158.0,417,0
6130,126.31,1886,7,43105.33333333333,487,0
6701,110.26,2075,5,37094.66666666666,470,0
4977,170.92,2040,6,35862.0,416,0
11965,125.69,746,4,31021.999999999996,697,0
4467,136.67,1952,10,63784.66666666666,594,0
6952,157.92,1890,5,46945.33333333333,724,0
9963,141.21,1402,4,49710.0,945,0
8850,146.52,2198,3,35342.0,628,0
6090,108.73,1818,5,49558.0,562,0
8347,111.02,1503,6,57022.666666666664,739,0
11312,83.6,1800,4,42528.666666666664,559,0
4779,113.62,2367,11,67980.0,704,0
9229,155.31,1971,5,36683.33333333333,408,0
9982,83.53,566,2,24065.333333333332,411,0
8262,92.62,1494,3,30412.0,404,0
5181,136.52,1611,5,30733.333333333336,345,0
4173,139.89,1714,7,35168.0,375,0
6154,97.04,1029,6,30592.666666666664,436,0
4952,166.08,1846,3,21010.666666666668,314,1
10670,124.46,1262,4,21118.666666666668,430,1
6444,177.14,2482,5,25815.333333333332,318,1
6364,172.96,1254,6,70089.33333333333,997,1
7125,173.01,1454,6,90749.33333333333,1306,1
8294,205.53,2075,7,89798.66666666666,1370,1
9788,209.23,2898,7,89821.33333333334,1348,1
11775,171.14,3390,3,76652.0,1475,1
9529,168.99,1748,3,69861.33333333333,1193,1
10769,183.97,2650,3,79830.66666666666,1320,1
6359,162.56,1416,3,48235.333333333336,509,1
10036,198.7,2658,3,103159.99999999999,1850,1
6896,198.95,2050,5,76150.66666666666,1010,1
11469,180.96,1886,4,75412.66666666667,1243,1
5588,177.87,1814,7,63424.0,766,1
5698,188.55,860,5,50967.33333333333,703,1
7570,190.15,1602,4,72128.66666666666,948,1
7013,150.63,1320,6,22071.333333333332,318,1
5009,157.56,1336,5,22855.333333333332,311,1
3930,168.94,1280,5,17515.333333333332,208,1
7656,132.79,2072,5,32904.666666666664,431,1
9390,101.85,2216,2,30633.999999999996,502,1
5309,139.03,2291,3,34218.666666666664,504,1
9057,97.86,2147,8,37049.33333333333,493,1
6940,127.93,1117,2,30331.333333333336,440,1
8575,122.05,1520,3,37198.666666666664,647,1
11490,93.98,2495,4,35379.333333333336,438,1
6459,134.85,2494,3,44741.33333333333,661,1
8684,97.45,1782,4,31584.66666666666,370,1
5119,119.83,1826,3,29992.66666666666,296,1
10068,79.08,551,3,15911.333333333332,288,1
5840,82.57,1035,1,16038.0,222,1
3820,123.26,775,1,18318.0,257,1
5350,137.82,1308,3,16582.0,243,1
5971,107.89,1902,2,21289.333333333332,271,1
10855,107.22,2286,9,75768.0,689,0
7280,165.73,4030,7,82530.66666666664,639,0
12130,131.82,4030,7,96755.33333333333,867,0
6134,142.27,3811,6,72169.33333333333,537,0
6472,127.31,2974,7,57925.33333333333,534,0
6283,158.75,2374,9,58986.66666666667,573,0
5616,157.71,4030,6,65866.66666666667,431,0
12663,128.59,4030,6,81353.33333333333,613,0
5954,173.36,4014,9,64296.66666666667,479,0
6523,130.38,4026,7,92719.33333333331,619,0
6324,168.41,4031,11,80622.66666666667,535,0
12213,111.99,4031,8,126725.33333333331,961,0
9931,98.73,4026,9,82169.33333333333,583,0
12778,103.29,4030,7,133049.3333333333,1087,0
5971,137.46,4031,5,88462.0,547,0
7325,121.08,4030,7,88113.33333333331,553,0
12698,138.82,4030,6,78127.99999999999,690,0
8573,136.12,4031,8,98199.33333333333,770,0
8512,104.96,4030,6,84652.00000000001,601,0
12601,100.4,4030,6,75329.99999999999,622,0
12796,92.68,4030,4,97084.0,699,0
10995,104.04,3126,4,75381.99999999997,558,0
9394,101.81,2666,11,156416.0,1262,0
4264,86.12,3918,6,109112.66666666664,432,0
11984,107.72,4030,9,128115.99999999999,1085,0
11650,114.41,4026,5,94516.0,889,0
9196,100.77,3978,6,172162.66666666666,767,0
7504,106.68,4030,4,90381.99999999999,408,0
10323,107.98,2758,7,132102.0,797,0
9096,114.53,4030,5,87823.33333333331,468,0
5806,91.87,4030,5,72507.33333333333,341,0
8998,102.71,4030,4,90303.33333333331,489,0
12401,103.05,4027,3,51108.666666666664,285,0
9433,97.29,2697,7,55731.99999999999,352,0
11507,74.44,4027,4,78585.99999999999,465,0
11539,108.79,2670,7,61490.66666666667,462,1
6376,136.89,2638,7,63375.333333333336,396,1
12860,116.87,2600,7,51268.66666666667,306,1
8301,143.91,3658,6,45308.0,309,1
5572,164.75,2498,5,44930.666666666664,330,1
12740,124.97,4030,2,43993.99999999999,360,1
6363,177.0,3426,9,55874.666666666664,398,1
6884,155.46,4008,8,60946.0,388,1
7070,169.59,4031,7,48906.66666666666,283,1
6476,116.04,2963,5,39628.0,283,1
6337,171.1,1816,7,43444.0,342,1
13015,191.65,1850,5,41628.0,312,1
8044,181.1,2563,8,51330.0,432,1
9177,159.15,1995,4,36460.0,278,1
11762,113.73,3320,6,43133.33333333333,358,1
8114,180.47,2352,6,50376.666666666664,409,1
10872,140.07,2942,5,41218.666666666664,294,1
12595,133.89,2499,4,47852.666666666664,427,1
12090,152.42,4030,5,102894.0,836,1
10426,154.69,2562,6,85456.0,992,1
5351,142.61,4030,5,76635.33333333331,493,1
8597,132.57,3200,5,66809.33333333333,463,1
6578,148.48,4030,7,83615.33333333334,623,1
6544,108.4,4030,8,122184.66666666667,788,1
6628,145.88,4030,4,67000.66666666666,489,1
6700,137.33,4027,6,98350.66666666667,650,1
11667,106.47,4030,7,81520.66666666666,676,1
6624,128.2,3832,7,95418.0,847,1
5076,123.48,3496,9,124661.99999999999,908,1
12149,96.05,4024,5,94186.66666666664,659,1
8575,124.88,2970,4,48037.33333333333,317,1
11191,136.18,3667,3,45135.99999999999,376,1
12816,110.56,4030,6,61199.33333333333,531,1
10348,122.14,3998,4,52962.666666666664,356,1
6475,138.93,3070,6,45602.666666666664,359,1
8461,112.4,3210,6,63942.0,530,1
11675,118.99,2808,4,55858.666666666664,421,1
11733,78.68,2690,4,70324.66666666666,617,1
4531,133.29,3146,7,70726.66666666666,357,1
8825,139.28,3474,9,91995.33333333331,625,1
1452,66.09,1002,2,21202.666666666668,201,0
1385,66.46,904,2,24634.666666666668,203,0
1801,66.49,1604,2,29739.333333333332,233,0
951,64.95,1002,1,18454.0,144,0
1245,71.64,1174,2,30009.333333333332,211,0
1463,65.79,1122,2,22513.333333333332,202,0
993,82.19,734,2,19641.33333333333,198,0
1521,74.04,1297,2,25229.333333333332,200,0
1409,73.87,1194,2,23972.666666666664,206,0
1340,77.86,1192,1,24975.33333333333,204,0
1262,69.59,882,1,20931.333333333332,191,0
1426,62.24,1060,2,24395.33333333333,208,0
1930,75.66,1186,2,25175.999999999996,230,0
2622,62.91,834,2,25385.333333333332,255,0
1227,107.93,1241,1,22959.33333333333,190,0
1323,76.61,914,1,18730.666666666668,194,0
1125,93.19,986,1,18024.0,158,0
1365,83.98,1085,2,24712.0,239,0
1185,84.23,1372,1,23712.666666666668,191,0
1086,73.4,1086,2,24047.33333333333,202,0
2753,62.59,1274,1,49267.33333333333,352,0
2052,73.03,1746,2,56813.333333333336,357,0
1328,73.21,1272,3,58642.66666666666,337,0
1230,75.62,1608,2,69410.66666666666,376,0
1364,67.47,1125,3,61866.0,350,0
1849,75.33,1618,2,67799.33333333333,343,0
1359,67.41,1784,3,77754.66666666667,357,0
1790,73.92,1654,3,86064.66666666666,435,0
1506,70.04,1730,3,68313.33333333333,344,0
2010,64.81,1152,1,50003.999999999985,356,0
1558,84.83,914,2,21936.666666666664,170,1
1496,90.76,1082,1,24795.333333333336,176,1
962,121.99,886,1,13296.666666666666,99,1
1776,90.37,827,1,21095.333333333332,206,1
1997,90.73,1147,1,19017.999999999996,147,1
1284,80.12,920,1,18693.999999999996,129,1
1716,90.44,1235,2,36022.66666666667,245,1
2322,79.75,1718,5,72658.66666666666,469,1
1287,81.49,2176,2,70146.66666666666,272,1
1769,79.75,1762,5,84025.99999999999,454,1
2226,80.92,1163,2,29364.0,201,1
1483,98.49,666,1,18652.666666666664,186,1
1049,92.73,798,1,9442.0,78,1
2241,96.21,1123,1,25641.333333333332,187,1
2764,75.71,2163,6,148394.0,611,1
1699,96.38,1755,2,56420.0,241,1
1384,84.86,1506,2,49486.66666666666,229,1
1843,83.67,1286,2,52349.33333333333,302,1
2209,78.64,886,1,30051.33333333333,238,1
1626,78.1,663,1,21418.666666666664,207,1
1193,94.58,1096,1,22770.0,142,1
2774,88.85,1131,1,23656.666666666664,163,1
2565,82.51,1046,1,23435.333333333332,204,1
1508,80.24,1242,1,25830.0,190,1
2235,74.81,1224,1,26065.33333333333,200,1
2348,85.7,934,1,16083.333333333332,130,1
2973,77.86,839,1,21513.333333333332,231,1
2257,89.84,1132,1,22457.999999999996,181,1
2024,89.95,1118,2,27524.666666666668,193,1
3032,69.08,1040,1,23003.333333333332,205,1
